Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
224,4,3,4.2626798770413155,9.259225769705994,1,1,3,3,2,0,12,2,2,0,2,4,5,1971,1971,1,1,6,6,2,0.0,3,4,1,4,4,3,0,6.263398262591624,3,5.198497031265826,5.081404364984463,6.762729506931879,1,2,1,4,6.762729506931879,0.0,0.0,6.762729506931879,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1989.0,3,2,576,5,5,2,5.37989735354046,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,3,8,0,11.48246625748552
225,4,3,4.6443908991413725,9.508442961755847,1,1,3,3,4,0,16,2,2,0,2,10,4,2003,2003,3,1,12,13,1,6.827629234502852,0,4,2,0,4,1,2,4.04305126783455,6,0.0,7.756623334538858,7.780303087908373,1,0,1,4,7.780303087908373,0.0,0.0,7.780303087908373,0,0.0,2,0,3,0.6931471805599453,0,8,6,1,0,1,2003.0,0,3,968,5,5,2,5.517452896464707,4.663439094112067,0.0,0.0,0.0,0.0,3,4,1,0.0,8,3,8,4,12.864240107194092
226,1,4,3.091042453358316,7.427144133408616,1,1,3,3,4,0,2,2,2,3,5,5,4,1971,1971,1,1,6,6,1,4.962844630259907,3,4,1,4,4,3,6,0.0,6,0.0,6.447305862541213,6.447305862541213,1,4,1,4,6.447305862541213,6.511745329644728,0.0,7.172424577124845,0,0.0,2,1,3,0.6931471805599453,3,6,6,0,3,5,1991.0,3,1,280,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7,3,0,0,11.626254150277232
227,9,3,4.418840607796598,9.205428327615163,1,1,0,3,4,0,15,2,2,0,5,7,4,1995,1995,1,1,12,13,1,5.673323267171493,2,4,2,2,4,3,2,6.338594078203183,6,0.0,6.459904454377535,7.093404625868766,1,0,1,4,7.102499355774649,7.175489713624222,0.0,7.83241092718792,0,0.0,2,1,4,0.6931471805599453,2,9,6,1,5,1,1995.0,2,3,721,5,5,2,5.41610040220442,4.74493212836325,0.0,0.0,0.0,0.0,3,4,1,0.0,8,1,8,0,12.577636201962656
228,1,4,3.091042453358316,7.533693709848633,1,1,3,3,4,0,2,2,2,3,5,6,5,1970,1970,1,1,6,6,1,4.852030263919617,3,4,1,4,4,3,5,5.7745515455444085,6,0.0,5.093750200806762,6.182084906716632,1,4,1,4,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0,0.0,1,1,2,0.6931471805599453,3,5,6,0,3,5,1987.0,3,1,280,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2,8,4,11.571194373094205
229,4,3,4.2626798770413155,9.050406334059858,1,1,3,3,2,0,19,1,2,0,2,5,4,1967,1967,1,1,6,6,2,0.0,3,4,1,4,4,3,0,6.736966958001855,6,0.0,4.2626798770413155,6.816735880594968,1,4,1,4,6.816735880594968,0.0,0.0,6.816735880594968,0,0.0,1,0,3,0.6931471805599453,3,5,6,1,1,5,1974.0,3,1,336,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,7,4,8,4,11.736069016284437
230,0,3,3.784189633918261,8.065579427282092,1,1,3,3,4,0,0,2,2,4,2,7,4,2005,2006,1,1,12,13,1,2.833213344056216,2,4,2,2,4,0,2,2.833213344056216,6,0.0,7.213768308118642,7.2254814727822945,1,0,1,4,7.349873704738337,0.0,0.0,7.349873704738337,0,0.0,2,0,2,0.6931471805599453,2,7,6,1,5,1,2005.0,0,2,430,5,5,2,4.969813299576001,3.044522437723423,0.0,0.0,0.0,0.0,3,4,1,0.0,7,3,8,4,12.167851432709975
231,4,3,4.304065093204169,9.078065332666364,1,1,3,3,4,0,12,2,2,0,2,6,5,1959,1959,3,1,8,8,1,5.3981627015177525,3,4,1,4,4,3,6,0.0,6,0.0,7.085901464365611,7.085901464365611,1,4,1,4,7.085901464365611,0.0,0.0,7.085901464365611,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1959.0,2,1,312,5,5,2,0.0,0.0,4.795790545596741,0.0,0.0,0.0,3,4,1,0.0,6,4,8,4,11.904967552746252
232,9,3,5.1647859739235145,9.625029474611878,1,1,0,3,4,0,15,2,2,0,5,8,4,1995,1996,1,1,12,13,1,6.2285110035911835,2,4,2,2,4,3,2,6.536691597591305,6,0.0,6.651571873589727,7.288244401020124,1,0,1,4,7.307202314764738,7.173958319756794,0.0,7.9355873855892,1,0.0,2,1,4,0.6931471805599453,0,9,6,1,5,1,1995.0,0,3,810,5,5,2,0.0,4.990432586778736,5.313205979041787,0.0,0.0,0.0,3,4,1,0.0,9,3,8,4,12.90669184092882
233,1,4,3.091042453358316,7.427144133408616,1,1,3,3,4,0,2,2,2,3,5,6,4,1972,1972,1,1,6,6,1,5.697093486505405,3,4,1,4,4,3,6,0.0,6,0.0,6.182084906716632,6.182084906716632,1,4,1,4,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0,0.0,1,1,2,0.6931471805599453,3,5,6,1,4,1,1972.0,3,1,288,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,11.456355113481834
234,4,3,4.330733340286331,9.273409063443166,1,1,3,3,0,0,5,2,2,0,2,5,5,1976,1976,1,1,6,6,2,0.0,3,4,1,4,1,0,3,5.209486152841421,0,6.569481420414296,0.0,6.796823718274855,1,4,1,4,6.796823718274855,0.0,0.0,6.796823718274855,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1,1976.0,3,1,308,5,5,2,5.902633333401366,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,4,4,8,4,11.761346823468706
235,9,3,4.189654742026425,8.968523555396352,1,1,3,3,4,0,8,2,2,0,5,6,4,2002,2002,1,1,12,13,2,0.0,2,4,2,2,4,3,2,6.439350371100098,6,0.0,5.4638318050256105,6.7580945044277305,1,0,1,4,6.7580945044277305,7.00397413672268,0.0,7.581209826196346,1,0.0,2,1,4,0.6931471805599453,2,8,6,2,5,3,2002.0,0,2,440,5,5,2,5.666426688112432,3.8918202981106265,0.0,0.0,0.0,0.0,3,4,1,0.0,7,4,8,4,12.285345826424681
236,1,4,3.091042453358316,7.427144133408616,1,1,3,3,4,0,2,2,2,4,5,6,2,1971,1971,1,1,6,6,1,6.405228458030842,3,4,1,4,4,3,0,5.883322388488279,6,0.0,4.836281906951478,6.182084906716632,1,4,1,4,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0,0.0,1,1,2,0.6931471805599453,3,5,6,0,3,5,1971.0,3,1,264,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2,8,4,11.401993904262946
237,4,3,4.189654742026425,9.07954808172616,1,1,3,3,2,0,5,2,2,0,2,7,4,2004,2004,1,1,12,13,1,4.59511985013459,2,4,2,2,4,0,2,3.2188758248682006,6,0.0,7.237778191923443,7.254884810077338,1,0,1,4,7.254884810077338,0.0,0.0,7.254884810077338,0,0.0,2,0,3,0.6931471805599453,2,6,6,0,3,1,2004.0,2,2,494,5,5,2,4.890349128221754,4.663439094112067,0.0,0.0,0.0,0.0,3,4,1,0.0,7,4,8,4,12.130810161029627
238,9,3,4.212127597878484,9.154193211353181,1,1,0,3,1,0,20,7,2,0,5,7,6,1993,2003,1,1,6,6,2,0.0,2,4,2,2,4,3,1,5.998936561946683,6,0.0,6.38856140554563,6.904750769961838,1,0,1,4,6.922643891475888,6.594413459749778,0.0,7.4645098346365275,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,1993.0,2,2,457,5,5,2,5.916202062607435,4.2626798770413155,0.0,5.476463551931511,0.0,0.0,3,4,1,0.0,4,4,8,4,12.178187442040638
239,4,3,4.543294782270004,9.395241931033524,1,1,3,3,4,0,16,2,2,0,2,8,4,2007,2007,3,1,12,13,1,5.541263545158426,0,4,2,0,4,3,6,0.0,6,0.0,7.43543801981455,7.43543801981455,1,0,1,4,7.43543801981455,0.0,0.0,7.43543801981455,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2007.0,0,3,818,5,5,2,5.1298987149230735,5.43372200355424,0.0,0.0,0.0,0.0,3,4,1,0.0,3,1,6,5,12.669806661762314
240,8,3,3.970291913552122,9.07589427542326,1,1,3,3,4,0,7,2,2,0,0,6,3,1945,1950,1,1,12,13,2,0.0,3,4,1,4,0,3,3,4.553876891600541,6,0.0,6.464588303689961,6.601230118728877,1,4,1,0,6.683360945766275,6.536691597591305,0.0,7.305188215393037,0,0.0,1,1,3,0.6931471805599453,3,7,6,1,2,5,1949.0,3,1,220,5,5,2,0.0,4.948759890378168,0.0,0.0,0.0,0.0,3,2,1,0.0,6,4,8,4,11.635143097694478
241,4,1,4.330733340286331,9.105090961257085,1,1,3,3,4,0,21,2,2,0,2,8,4,2008,2008,1,1,12,13,3,3.6109179126442243,2,4,2,2,4,0,2,6.983789965258135,6,0.0,6.192362489474872,7.356918242356021,1,0,1,4,7.356918242356021,0.0,0.0,7.356918242356021,1,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2008.0,2,2,750,5,5,2,4.976733742420574,5.1298987149230735,0.0,0.0,0.0,0.0,3,4,1,0.0,6,4,8,4,12.478006361013815
242,5,4,3.713572066704308,8.263848131368906,1,1,3,3,4,0,17,2,2,0,2,5,8,1945,1997,1,1,12,13,2,0.0,3,2,1,4,4,3,0,5.799092654460526,6,0.0,5.8805329864007,6.532334292222349,1,2,1,4,6.7650389767805414,0.0,0.0,6.7650389767805414,0,0.0,1,0,2,0.6931471805599453,2,4,6,0,3,6,0.0,1,0,0,3,3,2,4.07753744390572,3.7612001156935624,0.0,0.0,0.0,0.0,3,4,1,0.0,10,1,8,4,11.612770799939945
243,8,4,4.1588830833596715,8.517393171418904,1,1,3,3,0,0,17,2,2,0,0,5,3,1900,1950,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,6.293419278846481,6.293419278846481,1,2,0,0,6.7912214627261855,6.313548046277095,0.0,7.273092595999522,0,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1940.0,3,1,352,1,5,2,0.0,0.0,4.356708826689592,0.0,0.0,0.0,3,4,1,0.0,6,0,8,4,11.27720313144916
244,1,3,4.330733340286331,9.283869605264298,1,1,3,3,0,0,20,2,2,4,5,6,5,1980,1980,1,1,9,10,2,0.0,3,4,1,2,4,3,6,0.0,6,0.0,6.440946540632921,6.440946540632921,1,4,1,4,6.440946540632921,6.3835066348840055,0.0,7.1049654482698426,0,0.0,1,1,3,0.6931471805599453,3,6,6,1,5,1,1980.0,2,1,288,5,5,2,0.0,3.367295829986474,0.0,0.0,0.0,0.0,3,4,1,0.0,6,3,8,4,11.695247021764184
245,9,3,4.212127597878484,9.091669442258505,1,1,0,3,4,0,20,2,2,0,5,7,4,1994,2002,1,1,12,13,2,0.0,2,4,2,2,4,3,2,6.54534966033442,6,0.0,5.537334267018537,6.855408798609928,1,0,1,4,7.109062135687172,6.790097235513905,0.0,7.65491704784832,1,0.0,2,1,3,0.6931471805599453,2,8,6,2,1,1,1994.0,2,2,463,5,5,2,0.0,4.875197323201151,0.0,0.0,0.0,0.0,3,4,1,0.0,7,4,8,4,12.230765258120545
246,4,3,4.394449154672439,9.249657234353133,1,1,3,3,4,0,14,2,2,0,2,7,4,1988,1988,1,1,13,14,1,4.634728988229636,3,4,1,2,4,0,2,6.835184586147301,6,0.0,6.821107472256465,7.520776415062797,1,2,1,4,7.5352967024440884,0.0,0.0,7.5352967024440884,0,0.6931471805599453,2,0,3,0.6931471805599453,3,6,6,1,5,1,1988.0,0,2,604,5,5,2,5.288267030694535,3.6888794541139363,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,12.394624752074764
247,3,4,4.248495242049359,9.120743838164426,1,0,3,3,4,0,17,2,2,1,5,6,7,1910,1950,1,1,0,0,2,0.0,3,1,4,1,4,3,6,0.0,6,0.0,6.928537818164665,6.928537818164665,1,2,0,2,6.812345094177479,6.928537818164665,0.0,7.564757012905729,0,0.0,2,0,4,1.0986122886681096,1,9,6,0,3,5,1910.0,3,1,440,4,4,2,0.0,4.110873864173311,4.727387818712341,0.0,0.0,0.0,3,4,1,0.0,6,0,8,4,11.827736204810263
248,4,3,4.330733340286331,9.33353098253138,1,1,3,3,4,0,12,2,2,0,2,6,4,1954,1954,3,1,13,3,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,7.221105098182496,7.221105098182496,1,0,1,4,7.226936018493289,0.0,0.0,7.226936018493289,0,0.0,1,0,2,0.6931471805599453,3,5,6,1,5,1,1954.0,3,2,451,5,5,2,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,11.84939770159144
249,9,3,4.290459441148391,9.334149657702469,1,1,3,3,4,0,5,2,2,0,5,7,4,2003,2003,1,1,12,13,1,4.624972813284271,2,4,2,2,4,3,6,0.0,6,0.0,6.734591659972948,6.734591659972948,1,0,1,4,6.734591659972948,6.720220155135295,0.0,7.419979923661835,0,0.0,2,1,3,0.6931471805599453,2,8,6,0,3,1,2003.0,2,2,500,5,5,2,4.976733742420574,4.23410650459726,0.0,0.0,0.0,0.0,3,4,1,0.0,11,1,8,4,12.100712129872347
250,8,3,4.394449154672439,11.976665770490767,1,1,1,2,1,2,4,2,2,0,0,6,6,1958,2006,1,1,13,6,0,6.159095388491933,2,4,1,2,4,1,5,6.548219102762372,6,0.0,6.617402977974478,7.275864600546533,1,2,1,4,7.275864600546533,6.55250788703459,0.0,7.6708948313621175,0,0.6931471805599453,2,0,4,0.6931471805599453,2,7,6,2,5,1,1958.0,0,2,389,5,5,2,0.0,4.59511985013459,0.0,0.0,0.0,0.0,3,4,3,6.2166061010848646,8,1,8,4,12.531772785169476
251,5,3,4.02535169073515,8.585038738311304,1,1,0,3,4,0,3,2,2,0,2,3,1,1940,1966,1,1,13,10,2,0.0,3,3,1,4,4,3,6,0.0,6,0.0,6.591673732008658,6.591673732008658,1,0,1,4,7.175489713624222,0.0,0.0,7.175489713624222,0,0.0,1,0,3,0.6931471805599453,1,6,4,0,3,6,0.0,1,0,0,3,3,2,5.575949103146316,0.0,0.0,0.0,0.0,0.0,3,1,3,6.111467339502679,7,4,8,4,11.245046019814627
252,0,4,3.8066624897703196,8.46611040118692,1,1,0,1,4,1,6,2,2,4,2,8,4,2006,2007,3,1,12,13,3,6.1779441140506,2,4,2,2,4,1,2,7.3613754289773485,6,0.0,0.0,7.3613754289773485,1,0,1,4,7.3938782901077555,0.0,0.0,7.3938782901077555,1,0.6931471805599453,2,0,2,0.6931471805599453,2,5,6,1,2,1,2006.0,0,2,538,5,5,2,4.820281565605037,0.0,0.0,0.0,5.0369526024136295,0.0,3,4,1,0.0,3,1,8,3,12.367340793126296
253,9,3,4.189654742026425,9.032050676295599,1,1,0,3,4,0,20,2,2,0,5,6,4,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,6.683360945766275,6.683360945766275,1,0,1,4,6.683360945766275,6.736966958001855,0.0,7.403061091090091,0,0.0,2,1,3,0.6931471805599453,2,6,6,0,3,1,2004.0,2,2,520,5,5,2,4.9344739331306915,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2,8,4,12.061046873479915
254,12,3,4.454347296253507,9.143238568435446,1,1,3,3,4,0,12,2,2,0,7,6,6,1964,1991,3,1,6,6,1,4.6913478822291435,3,4,1,2,4,1,3,5.602118820879701,0,6.364750756851911,6.115892125483034,7.172424577124845,1,0,1,4,7.172424577124845,0.0,0.0,7.172424577124845,0,0.6931471805599453,2,0,3,0.6931471805599453,2,7,2,0,3,1,1964.0,2,1,309,5,5,2,5.8111409929767,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,1,1,1,4,11.970350312009105
255,4,3,4.2626798770413155,9.036106025364846,1,1,3,3,4,0,12,2,2,0,2,5,5,1957,1957,1,1,8,8,2,0.0,3,2,1,4,4,3,5,6.827629234502852,6,0.0,5.973809611869261,7.181591944611865,1,4,1,4,7.181591944611865,0.0,0.0,7.181591944611865,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1,1957.0,2,1,294,5,5,2,5.5254529391317835,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,4,8,4,11.884489021402711
256,9,3,4.204692619390966,9.075551045627543,1,1,0,3,4,0,8,2,2,0,5,7,4,1999,1999,1,1,12,13,1,5.713732805509369,2,4,2,2,4,3,6,0.0,6,0.0,6.883462586413092,6.883462586413092,1,0,1,4,6.913737350659685,7.160069207596127,0.0,7.73718007783463,0,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,3,1999.0,0,2,429,5,5,2,5.262690188904886,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,0,8,4,12.345834587905333
257,9,1,4.174387269895637,9.081597496083457,1,1,0,3,4,0,21,2,2,0,5,6,4,2003,2003,1,1,12,13,2,0.0,2,4,2,2,4,3,5,6.222576268071369,6,0.0,5.891644211825771,6.762729506931879,1,0,1,4,6.762729506931879,6.762729506931879,0.0,7.455298485683291,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2003.0,2,2,673,5,5,2,5.37989735354046,4.04305126783455,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2,8,4,12.24288661865289
258,4,3,4.23410650459726,9.08421009483197,1,1,3,3,4,0,5,2,2,0,2,7,4,2006,2006,1,1,12,13,3,5.198497031265826,2,4,2,2,4,3,2,7.19668657083435,6,0.0,5.602118820879701,7.380879035564116,1,0,1,4,7.380879035564116,0.0,0.0,7.380879035564116,1,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,2,660,5,5,2,4.820281565605037,4.709530201312334,0.0,0.0,0.0,0.0,3,4,1,0.0,5,3,8,0,12.301382825334498
259,9,3,4.394449154672439,9.428350771178645,1,1,3,3,4,0,5,2,2,0,5,7,4,2001,2001,1,1,12,13,1,5.153291594497779,2,4,2,2,4,3,2,5.891644211825771,6,0.0,6.401917196727186,6.871091294610546,1,0,1,4,6.871091294610546,6.721425700790643,0.0,7.491645473605133,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,2001.0,2,2,564,5,5,2,0.0,4.574710978503383,0.0,5.5053315359323625,0.0,0.0,3,4,1,0.0,7,2,8,4,12.352335152508426
260,4,4,4.2626798770413155,9.44959346502346,1,1,3,3,4,0,17,2,2,0,2,5,4,1956,1956,1,1,3,3,2,0.0,3,4,2,3,2,4,4,0.0,4,0.0,0.0,0.0,1,2,1,0,6.78332520060396,0.0,0.0,6.78332520060396,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1956.0,3,1,308,5,5,2,0.0,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2,8,4,11.48246625748552
261,12,3,4.795790545596741,9.867704922396356,1,1,3,3,0,0,12,0,2,0,7,6,4,1962,1962,1,1,13,14,1,5.991464547107982,3,4,1,4,4,1,5,6.511745329644728,0,6.53813982376767,0.0,7.217443431696533,1,4,1,4,7.232010331664759,0.0,0.0,7.232010331664759,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,1,1991.0,3,2,884,5,5,2,0.0,0.0,5.53338948872752,0.0,0.0,0.0,3,1,1,0.0,7,3,8,4,12.078239274020289
262,9,3,4.248495242049359,9.16837188715368,1,1,0,3,4,0,5,2,2,0,5,8,4,2007,2007,1,1,5,5,3,5.602118820879701,2,4,2,0,4,3,6,0.0,6,0.0,7.301822342137932,7.301822342137932,1,0,1,4,7.301822342137932,6.996681488176539,0.0,7.853604813097837,0,0.0,2,1,3,0.6931471805599453,0,10,6,1,2,3,2007.0,0,3,868,5,5,2,0.0,5.003946305945459,0.0,0.0,0.0,0.0,3,4,1,0.0,2,1,6,5,12.528156144699286
263,12,3,4.48863636973214,9.044521887281242,1,1,0,3,0,0,19,2,2,0,7,6,6,1977,1995,1,1,6,10,1,3.8501476017100584,3,4,1,2,1,0,0,6.2285110035911835,6,0.0,0.0,6.2285110035911835,1,4,1,4,7.10085190894405,0.0,0.0,7.10085190894405,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,1,1978.0,3,2,492,5,5,2,5.680172609017068,2.5649493574615367,0.0,0.0,0.0,0.0,3,1,1,0.0,9,0,8,4,11.925035115797062
264,8,4,3.9318256327243257,8.612685172875459,1,1,3,3,0,0,17,2,2,0,0,5,6,1929,2001,1,1,13,14,2,0.0,3,4,0,4,4,3,3,5.459585514144159,0,6.541029999189903,0.0,6.831953565565855,1,4,1,4,6.831953565565855,0.0,5.968707559985366,7.183111701743281,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,1974.0,3,2,484,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,4,8,4,11.77528972943772
265,5,4,3.4339872044851463,8.562740006372207,1,0,2,0,4,0,17,0,2,0,2,5,4,1925,2004,1,1,13,14,2,0.0,3,4,0,1,4,3,6,0.0,6,0.0,6.523562306149512,6.523562306149512,1,2,0,2,6.639875833826536,0.0,0.0,6.639875833826536,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1965.0,3,2,504,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2,8,4,11.198214720130528
266,4,3,4.3694478524670215,9.400216653174247,1,1,0,3,4,0,14,2,2,0,2,6,5,1981,1981,1,1,8,8,1,5.351858133476067,3,2,1,2,4,3,2,6.3784261836515865,3,5.43372200355424,6.408528791059498,7.260522598089852,1,4,1,4,7.260522598089852,0.0,0.0,7.260522598089852,0,0.0,2,0,3,0.6931471805599453,2,7,6,1,5,1,1981.0,0,2,576,5,5,2,5.6240175061873385,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,8,2,8,4,12.075394321888057
267,9,3,4.2626798770413155,9.324383088016843,1,1,0,1,2,0,8,2,2,0,5,6,4,1997,1997,1,1,12,13,2,0.0,3,4,2,2,4,0,2,6.5722825426940075,6,0.0,4.48863636973214,6.688354713946762,1,2,1,4,6.688354713946762,6.565264970035361,0.0,7.321188556739479,1,0.0,2,1,3,0.6931471805599453,3,8,6,1,5,1,1997.0,0,2,413,5,5,2,4.564348191467836,4.330733340286331,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,12.128111104060462
268,11,3,4.110873864173311,9.036106025364846,1,1,3,0,4,1,18,2,2,0,3,5,7,1939,1997,1,1,13,14,2,0.0,3,4,2,4,4,3,3,5.937536205082426,6,0.0,5.83773044716594,6.580639137284949,1,0,1,4,6.959398512133975,6.580639137284949,6.042632833682381,7.693025748417888,0,0.0,2,1,4,0.6931471805599453,2,8,6,1,2,5,1939.0,3,1,240,5,5,2,5.572154032177765,3.2188758248682006,0.0,0.0,0.0,0.0,3,4,1,0.0,9,2,8,4,12.097930486910471
269,5,4,4.276666119016055,8.839421607620602,1,1,3,3,4,0,9,2,2,0,2,5,5,1940,1955,1,1,12,13,2,0.0,3,4,1,4,4,3,0,6.0014148779611505,5,4.836281906951478,5.3612921657094255,6.608000625296087,1,0,1,4,6.658011045870748,0.0,0.0,6.658011045870748,0,0.0,1,0,2,0.6931471805599453,3,4,6,1,2,5,1966.0,0,1,924,0,0,2,0.0,3.258096538021482,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2,8,4,11.699405031912846
270,4,3,4.197201947661808,8.976893927666076,1,1,0,3,0,0,7,2,2,0,2,6,6,1976,1976,3,1,6,6,1,5.1647859739235145,3,2,1,4,1,3,1,6.62273632394984,6,0.0,5.973809611869261,7.042286171939743,1,4,1,4,7.01571242048723,0.0,0.0,7.01571242048723,1,0.0,1,1,3,0.6931471805599453,3,6,6,1,1,1,1987.0,2,1,504,5,2,2,5.916202062607435,3.4339872044851463,0.0,0.0,0.0,0.0,3,0,1,0.0,7,1,8,4,11.904967552746252
271,9,1,4.442651256490317,9.280705634636746,1,1,3,3,4,0,21,2,2,0,5,8,4,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,2,6,0.0,6,0.0,6.999422467507961,6.999422467507961,1,2,1,4,6.999422467507961,6.739336627357174,0.0,7.570443252057374,0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,3,1053,5,5,2,5.262690188904886,3.9512437185814275,0.0,0.0,0.0,0.0,3,4,1,0.0,10,0,6,5,12.491251587763836
272,4,3,4.304065093204169,10.574005615035713,1,1,0,2,1,2,4,2,2,0,2,7,6,1954,2005,0,2,9,10,2,0.0,3,4,1,2,4,1,3,5.424950017481403,2,6.96979066990159,4.574710978503383,7.234177179749849,1,0,1,4,7.218176838403408,0.0,0.0,7.218176838403408,1,0.0,1,0,2,0.6931471805599453,3,5,4,2,5,1,1954.0,3,2,439,5,5,2,4.406719247264253,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2,8,4,12.394624752074764
273,9,3,4.532599493153256,9.372884301161463,1,1,0,3,1,0,15,2,2,0,5,8,6,1999,2007,1,1,12,13,1,5.855071922202427,2,4,2,2,4,3,2,6.263398262591624,6,0.0,6.444131256700441,7.050122520269059,1,0,1,4,7.060476365999801,7.009408932708637,0.0,7.7279755421055585,0,0.0,2,1,4,0.6931471805599453,2,9,6,1,2,1,1999.0,0,3,671,5,5,2,4.890349128221754,4.060443010546419,0.0,0.0,0.0,0.0,3,4,1,0.0,6,4,8,4,12.577636201962656
274,4,3,4.394449154672439,9.169622538697624,1,1,3,3,4,0,12,1,2,0,2,6,5,1958,1988,3,1,13,14,0,5.214935757608986,3,4,1,4,4,3,5,6.431331081933479,3,6.431331081933479,0.0,7.123672785204607,1,2,1,4,7.398174092970465,0.0,0.0,7.398174092970465,1,0.0,2,0,3,0.6931471805599453,3,6,2,1,2,1,1958.0,2,1,338,5,5,2,5.66988092298052,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,6,3,8,4,11.842229212112828
275,4,3,4.343805421853684,9.025816391627028,1,1,3,3,0,0,11,2,2,0,2,5,6,1982,1982,1,1,6,7,2,0.0,3,4,1,4,4,1,0,6.304448802421981,6,0.0,5.602118820879701,6.705639094860003,1,4,1,4,6.705639094860003,0.0,0.0,6.705639094860003,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,1,1982.0,3,1,264,5,5,2,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,1,8,4,11.732060994886899
