Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
238,9,3,4.212127597878484,9.15419321135318,1,1,0,3,1,0,20,7,2,0,5,7,6,1993,2003,1,1,6,6,2,0.0,2,4,2,2,4,3,1,5.998936561946683,6,0.0,6.38856140554563,6.904750769961837,1,0,1,4,6.922643891475888,6.594413459749777,0.0,7.464509834636527,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,1993.0,2,2,457,5,5,2,5.916202062607435,4.262679877041316,0.0,5.476463551931511,0.0,0.0,3,4,1,0.0,4,4,8,4,12.178187442040636
239,4,3,4.543294782270004,9.395241931033523,1,1,3,3,4,0,16,2,2,0,2,8,4,2007,2007,3,1,12,13,1,5.541263545158426,0,4,2,0,4,3,6,0.0,6,0.0,7.4354380198145495,7.4354380198145495,1,0,1,4,7.4354380198145495,0.0,0.0,7.4354380198145495,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2007.0,0,3,818,5,5,2,5.1298987149230735,5.433722003554241,0.0,0.0,0.0,0.0,3,4,1,0.0,3,1,6,5,12.669806661762314
240,8,3,3.970291913552122,9.07589427542326,1,1,3,3,4,0,7,2,2,0,0,6,3,1945,1950,1,1,12,13,2,0.0,3,4,1,4,0,3,3,4.553876891600541,6,0.0,6.464588303689961,6.601230118728878,1,4,1,0,6.683360945766275,6.536691597591305,0.0,7.305188215393037,0,0.0,1,1,3,0.6931471805599453,3,7,6,1,2,5,1949.0,3,1,220,5,5,2,0.0,4.948759890378168,0.0,0.0,0.0,0.0,3,2,1,0.0,6,4,8,4,11.635143097694476
241,4,1,4.330733340286331,9.105090961257083,1,1,3,3,4,0,21,2,2,0,2,8,4,2008,2008,1,1,12,13,3,3.610917912644224,2,4,2,2,4,0,2,6.983789965258135,6,0.0,6.192362489474872,7.356918242356022,1,0,1,4,7.356918242356022,0.0,0.0,7.356918242356022,1,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2008.0,2,2,750,5,5,2,4.976733742420574,5.1298987149230735,0.0,0.0,0.0,0.0,3,4,1,0.0,6,4,8,4,12.478006361013815
242,5,4,3.7135720667043084,8.263848131368906,1,1,3,3,4,0,17,2,2,0,2,5,8,1945,1997,1,1,12,13,2,0.0,3,2,1,4,4,3,0,5.799092654460527,6,0.0,5.880532986400699,6.532334292222348,1,2,1,4,6.765038976780541,0.0,0.0,6.765038976780541,0,0.0,1,0,2,0.6931471805599453,2,4,6,0,3,6,0.0,1,0,0,3,3,2,4.07753744390572,3.7612001156935615,0.0,0.0,0.0,0.0,3,4,1,0.0,10,1,8,4,11.612770799939945
243,8,4,4.158883083359672,8.517393171418902,1,1,3,3,0,0,17,2,2,0,0,5,3,1900,1950,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,6.293419278846482,6.293419278846482,1,2,0,0,6.7912214627261855,6.313548046277095,0.0,7.273092595999522,0,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1940.0,3,1,352,1,5,2,0.0,0.0,4.356708826689592,0.0,0.0,0.0,3,4,1,0.0,6,0,8,4,11.277203131449161
244,1,3,4.330733340286331,9.283869605264297,1,1,3,3,0,0,20,2,2,4,5,6,5,1980,1980,1,1,9,10,2,0.0,3,4,1,2,4,3,6,0.0,6,0.0,6.440946540632922,6.440946540632922,1,4,1,4,6.440946540632922,6.3835066348840055,0.0,7.1049654482698426,0,0.0,1,1,3,0.6931471805599453,3,6,6,1,5,1,1980.0,2,1,288,5,5,2,0.0,3.3672958299864737,0.0,0.0,0.0,0.0,3,4,1,0.0,6,3,8,4,11.695247021764185
245,9,3,4.212127597878484,9.091669442258503,1,1,0,3,4,0,20,2,2,0,5,7,4,1994,2002,1,1,12,13,2,0.0,2,4,2,2,4,3,2,6.54534966033442,6,0.0,5.5373342670185375,6.855408798609928,1,0,1,4,7.109062135687172,6.7900972355139055,0.0,7.65491704784832,1,0.0,2,1,3,0.6931471805599453,2,8,6,2,1,1,1994.0,2,2,463,5,5,2,0.0,4.875197323201151,0.0,0.0,0.0,0.0,3,4,1,0.0,7,4,8,4,12.230765258120543
246,4,3,4.394449154672439,9.249657234353132,1,1,3,3,4,0,14,2,2,0,2,7,4,1988,1988,1,1,13,14,1,4.634728988229637,3,4,1,2,4,0,2,6.835184586147301,6,0.0,6.821107472256465,7.520776415062798,1,2,1,4,7.535296702444088,0.0,0.0,7.535296702444088,0,0.6931471805599453,2,0,3,0.6931471805599453,3,6,6,1,5,1,1988.0,0,2,604,5,5,2,5.288267030694535,3.688879454113936,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,12.394624752074765
247,3,4,4.248495242049359,9.120743838164426,1,0,3,3,4,0,17,2,2,1,5,6,7,1910,1950,1,1,0,0,2,0.0,3,1,4,1,4,3,6,0.0,6,0.0,6.928537818164664,6.928537818164664,1,2,0,2,6.812345094177479,6.928537818164664,0.0,7.564757012905729,0,0.0,2,0,4,1.0986122886681096,1,9,6,0,3,5,1910.0,3,1,440,4,4,2,0.0,4.110873864173311,4.727387818712341,0.0,0.0,0.0,3,4,1,0.0,6,0,8,4,11.827736204810266
248,4,3,4.330733340286331,9.33353098253138,1,1,3,3,4,0,12,2,2,0,2,6,4,1954,1954,3,1,13,3,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,7.221105098182496,7.221105098182496,1,0,1,4,7.226936018493289,0.0,0.0,7.226936018493289,0,0.0,1,0,2,0.6931471805599453,3,5,6,1,5,1,1954.0,3,2,451,5,5,2,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,11.849397701591439
249,9,3,4.290459441148391,9.334149657702467,1,1,3,3,4,0,5,2,2,0,5,7,4,2003,2003,1,1,12,13,1,4.624972813284272,2,4,2,2,4,3,6,0.0,6,0.0,6.734591659972947,6.734591659972947,1,0,1,4,6.734591659972947,6.720220155135295,0.0,7.419979923661836,0,0.0,2,1,3,0.6931471805599453,2,8,6,0,3,1,2003.0,2,2,500,5,5,2,4.976733742420574,4.23410650459726,0.0,0.0,0.0,0.0,3,4,1,0.0,11,1,8,4,12.100712129872349
250,8,3,4.394449154672439,11.976665770490769,1,1,1,2,1,2,4,2,2,0,0,6,6,1958,2006,1,1,13,6,0,6.159095388491932,2,4,1,2,4,1,5,6.548219102762372,6,0.0,6.617402977974478,7.275864600546532,1,2,1,4,7.275864600546532,6.55250788703459,0.0,7.670894831362117,0,0.6931471805599453,2,0,4,0.6931471805599453,2,7,6,2,5,1,1958.0,0,2,389,5,5,2,0.0,4.59511985013459,0.0,0.0,0.0,0.0,3,4,3,6.2166061010848646,8,1,8,4,12.531772785169474
251,5,3,4.02535169073515,8.585038738311304,1,1,0,3,4,0,3,2,2,0,2,3,1,1940,1966,1,1,13,10,2,0.0,3,3,1,4,4,3,6,0.0,6,0.0,6.591673732008657,6.591673732008657,1,0,1,4,7.175489713624223,0.0,0.0,7.175489713624223,0,0.0,1,0,3,0.6931471805599453,1,6,4,0,3,6,0.0,1,0,0,3,3,2,5.575949103146316,0.0,0.0,0.0,0.0,0.0,3,1,3,6.1114673395026795,7,4,8,4,11.245046019814627
252,0,4,3.80666248977032,8.46611040118692,1,1,0,1,4,1,6,2,2,4,2,8,4,2006,2007,3,1,12,13,3,6.177944114050599,2,4,2,2,4,1,2,7.361375428977347,6,0.0,0.0,7.361375428977347,1,0,1,4,7.3938782901077555,0.0,0.0,7.3938782901077555,1,0.6931471805599453,2,0,2,0.6931471805599453,2,5,6,1,2,1,2006.0,0,2,538,5,5,2,4.820281565605037,0.0,0.0,0.0,5.0369526024136295,0.0,3,4,1,0.0,3,1,8,3,12.367340793126294
253,9,3,4.189654742026425,9.0320506762956,1,1,0,3,4,0,20,2,2,0,5,6,4,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,6.683360945766275,6.683360945766275,1,0,1,4,6.683360945766275,6.736966958001855,0.0,7.40306109109009,0,0.0,2,1,3,0.6931471805599453,2,6,6,0,3,1,2004.0,2,2,520,5,5,2,4.934473933130692,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2,8,4,12.061046873479915
254,12,3,4.4543472962535064,9.143238568435445,1,1,3,3,4,0,12,2,2,0,7,6,6,1964,1991,3,1,6,6,1,4.691347882229144,3,4,1,2,4,1,3,5.602118820879701,0,6.364750756851912,6.115892125483033,7.172424577124845,1,0,1,4,7.172424577124845,0.0,0.0,7.172424577124845,0,0.6931471805599453,2,0,3,0.6931471805599453,2,7,2,0,3,1,1964.0,2,1,309,5,5,2,5.8111409929767,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,1,1,1,4,11.970350312009106
255,4,3,4.262679877041316,9.036106025364846,1,1,3,3,4,0,12,2,2,0,2,5,5,1957,1957,1,1,8,8,2,0.0,3,2,1,4,4,3,5,6.827629234502852,6,0.0,5.973809611869261,7.181591944611865,1,4,1,4,7.181591944611865,0.0,0.0,7.181591944611865,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1,1957.0,2,1,294,5,5,2,5.525452939131784,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,4,8,4,11.884489021402711
256,9,3,4.204692619390967,9.075551045627543,1,1,0,3,4,0,8,2,2,0,5,7,4,1999,1999,1,1,12,13,1,5.71373280550937,2,4,2,2,4,3,6,0.0,6,0.0,6.883462586413093,6.883462586413093,1,0,1,4,6.9137373506596855,7.160069207596128,0.0,7.73718007783463,0,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,3,1999.0,0,2,429,5,5,2,5.2626901889048865,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,0,8,4,12.345834587905333
257,9,1,4.174387269895637,9.081597496083457,1,1,0,3,4,0,21,2,2,0,5,6,4,2003,2003,1,1,12,13,2,0.0,2,4,2,2,4,3,5,6.222576268071369,6,0.0,5.8916442118257715,6.762729506931878,1,0,1,4,6.762729506931878,6.762729506931878,0.0,7.455298485683291,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2003.0,2,2,673,5,5,2,5.37989735354046,4.043051267834549,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2,8,4,12.24288661865289
258,4,3,4.23410650459726,9.08421009483197,1,1,3,3,4,0,5,2,2,0,2,7,4,2006,2006,1,1,12,13,3,5.198497031265826,2,4,2,2,4,3,2,7.196686570834349,6,0.0,5.602118820879701,7.380879035564116,1,0,1,4,7.380879035564116,0.0,0.0,7.380879035564116,1,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,2,660,5,5,2,4.820281565605037,4.709530201312334,0.0,0.0,0.0,0.0,3,4,1,0.0,5,3,8,0,12.3013828253345
259,9,3,4.394449154672439,9.428350771178645,1,1,3,3,4,0,5,2,2,0,5,7,4,2001,2001,1,1,12,13,1,5.153291594497778,2,4,2,2,4,3,2,5.8916442118257715,6,0.0,6.401917196727187,6.871091294610546,1,0,1,4,6.871091294610546,6.721425700790642,0.0,7.491645473605133,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,2001.0,2,2,564,5,5,2,0.0,4.574710978503383,0.0,5.5053315359323625,0.0,0.0,3,4,1,0.0,7,2,8,4,12.352335152508426
260,4,4,4.262679877041316,9.44959346502346,1,1,3,3,4,0,17,2,2,0,2,5,4,1956,1956,1,1,3,3,2,0.0,3,4,2,3,2,4,4,0.0,4,0.0,0.0,0.0,1,2,1,0,6.78332520060396,0.0,0.0,6.78332520060396,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1956.0,3,1,308,5,5,2,0.0,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2,8,4,11.482466257485518
261,12,3,4.795790545596741,9.867704922396356,1,1,3,3,0,0,12,0,2,0,7,6,4,1962,1962,1,1,13,14,1,5.991464547107983,3,4,1,4,4,1,5,6.511745329644728,0,6.53813982376767,0.0,7.217443431696532,1,4,1,4,7.232010331664759,0.0,0.0,7.232010331664759,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,1,1991.0,3,2,884,5,5,2,0.0,0.0,5.5333894887275195,0.0,0.0,0.0,3,1,1,0.0,7,3,8,4,12.078239274020287
262,9,3,4.248495242049359,9.168371887153679,1,1,0,3,4,0,5,2,2,0,5,8,4,2007,2007,1,1,5,5,3,5.602118820879701,2,4,2,0,4,3,6,0.0,6,0.0,7.301822342137933,7.301822342137933,1,0,1,4,7.301822342137933,6.996681488176539,0.0,7.853604813097838,0,0.0,2,1,3,0.6931471805599453,0,10,6,1,2,3,2007.0,0,3,868,5,5,2,0.0,5.003946305945459,0.0,0.0,0.0,0.0,3,4,1,0.0,2,1,6,5,12.528156144699285
263,12,3,4.48863636973214,9.044521887281242,1,1,0,3,0,0,19,2,2,0,7,6,6,1977,1995,1,1,6,10,1,3.8501476017100575,3,4,1,2,1,0,0,6.228511003591184,6,0.0,0.0,6.228511003591184,1,4,1,4,7.10085190894405,0.0,0.0,7.10085190894405,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,1,1978.0,3,2,492,5,5,2,5.680172609017067,2.5649493574615367,0.0,0.0,0.0,0.0,3,1,1,0.0,9,0,8,4,11.925035115797062
264,8,4,3.9318256327243257,8.612685172875459,1,1,3,3,0,0,17,2,2,0,0,5,6,1929,2001,1,1,13,14,2,0.0,3,4,0,4,4,3,3,5.45958551414416,0,6.541029999189902,0.0,6.831953565565856,1,4,1,4,6.831953565565856,0.0,5.968707559985366,7.183111701743281,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,1974.0,3,2,484,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,4,8,4,11.77528972943772
265,5,4,3.4339872044851463,8.562740006372207,1,0,2,0,4,0,17,0,2,0,2,5,4,1925,2004,1,1,13,14,2,0.0,3,4,0,1,4,3,6,0.0,6,0.0,6.523562306149513,6.523562306149513,1,2,0,2,6.639875833826536,0.0,0.0,6.639875833826536,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1965.0,3,2,504,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2,8,4,11.198214720130528
266,4,3,4.3694478524670215,9.400216653174247,1,1,0,3,4,0,14,2,2,0,2,6,5,1981,1981,1,1,8,8,1,5.351858133476067,3,2,1,2,4,3,2,6.3784261836515865,3,5.433722003554241,6.4085287910594975,7.260522598089852,1,4,1,4,7.260522598089852,0.0,0.0,7.260522598089852,0,0.0,2,0,3,0.6931471805599453,2,7,6,1,5,1,1981.0,0,2,576,5,5,2,5.6240175061873385,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,8,2,8,4,12.075394321888055
267,9,3,4.262679877041316,9.324383088016845,1,1,0,1,2,0,8,2,2,0,5,6,4,1997,1997,1,1,12,13,2,0.0,3,4,2,2,4,0,2,6.572282542694008,6,0.0,4.48863636973214,6.688354713946763,1,2,1,4,6.688354713946763,6.565264970035361,0.0,7.321188556739478,1,0.0,2,1,3,0.6931471805599453,3,8,6,1,5,1,1997.0,0,2,413,5,5,2,4.564348191467836,4.330733340286331,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,12.128111104060464
268,11,3,4.110873864173311,9.036106025364846,1,1,3,0,4,1,18,2,2,0,3,5,7,1939,1997,1,1,13,14,2,0.0,3,4,2,4,4,3,3,5.937536205082426,6,0.0,5.837730447165941,6.580639137284948,1,0,1,4,6.959398512133975,6.580639137284948,6.042632833682381,7.693025748417888,0,0.0,2,1,4,0.6931471805599453,2,8,6,1,2,5,1939.0,3,1,240,5,5,2,5.572154032177764,3.218875824868201,0.0,0.0,0.0,0.0,3,4,1,0.0,9,2,8,4,12.097930486910473
269,5,4,4.276666119016055,8.839421607620602,1,1,3,3,4,0,9,2,2,0,2,5,5,1940,1955,1,1,12,13,2,0.0,3,4,1,4,4,3,0,6.001414877961151,5,4.836281906951479,5.3612921657094255,6.608000625296088,1,0,1,4,6.658011045870747,0.0,0.0,6.658011045870747,0,0.0,1,0,2,0.6931471805599453,3,4,6,1,2,5,1966.0,0,1,924,0,0,2,0.0,3.258096538021482,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2,8,4,11.699405031912846
270,4,3,4.197201947661808,8.976893927666076,1,1,0,3,0,0,7,2,2,0,2,6,6,1976,1976,3,1,6,6,1,5.1647859739235145,3,2,1,4,1,3,1,6.62273632394984,6,0.0,5.973809611869261,7.042286171939742,1,4,1,4,7.015712420487231,0.0,0.0,7.015712420487231,1,0.0,1,1,3,0.6931471805599453,3,6,6,1,1,1,1987.0,2,1,504,5,2,2,5.916202062607435,3.4339872044851463,0.0,0.0,0.0,0.0,3,0,1,0.0,7,1,8,4,11.904967552746253
272,4,3,4.304065093204168,10.574005615035713,1,1,0,2,1,2,4,2,2,0,2,7,6,1954,2005,0,2,9,10,2,0.0,3,4,1,2,4,1,3,5.424950017481403,2,6.96979066990159,4.574710978503383,7.234177179749849,1,0,1,4,7.218176838403408,0.0,0.0,7.218176838403408,1,0.0,1,0,2,0.6931471805599453,3,5,4,2,5,1,1954.0,3,2,439,5,5,2,4.4067192472642525,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2,8,4,12.394624752074765
273,9,3,4.532599493153255,9.372884301161463,1,1,0,3,1,0,15,2,2,0,5,8,6,1999,2007,1,1,12,13,1,5.855071922202427,2,4,2,2,4,3,2,6.2633982625916245,6,0.0,6.444131256700442,7.050122520269059,1,0,1,4,7.0604763659998016,7.009408932708638,0.0,7.7279755421055585,0,0.0,2,1,4,0.6931471805599453,2,9,6,1,2,1,1999.0,0,3,671,5,5,2,4.890349128221754,4.060443010546419,0.0,0.0,0.0,0.0,3,4,1,0.0,6,4,8,4,12.577636201962655
274,4,3,4.394449154672439,9.169622538697624,1,1,3,3,4,0,12,1,2,0,2,6,5,1958,1988,3,1,13,14,0,5.214935757608987,3,4,1,4,4,3,5,6.431331081933478,3,6.431331081933478,0.0,7.123672785204607,1,2,1,4,7.398174092970465,0.0,0.0,7.398174092970465,1,0.0,2,0,3,0.6931471805599453,3,6,2,1,2,1,1958.0,2,1,338,5,5,2,5.66988092298052,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,6,3,8,4,11.842229212112827
275,4,3,4.343805421853683,9.025816391627027,1,1,3,3,0,0,11,2,2,0,2,5,6,1982,1982,1,1,6,7,2,0.0,3,4,1,4,4,1,0,6.304448802421981,6,0.0,5.602118820879701,6.705639094860003,1,4,1,4,6.705639094860003,0.0,0.0,6.705639094860003,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,1,1982.0,3,1,264,5,5,2,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,1,8,4,11.7320609948869
276,8,3,4.02535169073515,8.890823576004383,1,1,3,3,4,0,3,2,2,0,0,7,6,1925,2007,1,1,13,14,2,0.0,2,2,0,4,4,3,6,0.0,6,0.0,6.859614903654202,6.859614903654202,2,2,0,4,6.859614903654202,6.391917113392602,0.0,7.345364840416867,0,0.0,2,1,3,0.6931471805599453,0,5,6,0,3,5,1978.0,3,2,672,5,5,2,4.31748811353631,0.0,0.0,0.0,4.976733742420574,0.0,3,4,1,0.0,1,3,8,4,12.230765258120543
277,4,3,4.867534450455582,9.126632622902696,1,1,0,3,4,0,11,2,2,0,2,7,4,2003,2003,1,1,12,13,2,0.0,2,4,2,0,4,3,6,0.0,6,0.0,7.353081920515432,7.353081920515432,1,0,1,4,7.353081920515432,0.0,0.0,7.353081920515432,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2003.0,0,2,573,5,5,2,4.61512051684126,5.017279836814924,0.0,0.0,0.0,0.0,3,4,1,0.0,6,4,8,4,12.211060187041214
278,4,3,4.948759890378168,9.859483417038073,1,1,3,3,0,0,8,2,2,0,2,4,4,1951,1951,1,1,12,13,2,0.0,3,4,1,4,4,3,3,4.795790545596741,6,0.0,6.61338421837956,6.762729506931878,1,0,1,4,6.762729506931878,0.0,0.0,6.762729506931878,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1951.0,3,2,400,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,4,8,4,11.856515169360303
279,4,3,4.68213122712422,9.57851889529833,1,1,3,3,4,0,16,2,2,0,2,9,4,2006,2007,1,1,5,5,1,5.755742213586912,0,4,2,0,4,1,6,0.0,6,0.0,7.660114319173927,7.660114319173927,1,0,1,4,7.660114319173927,0.0,0.0,7.660114319173927,0,0.0,2,1,3,0.6931471805599453,0,8,6,1,0,1,2007.0,0,3,732,5,5,2,4.8283137373023015,4.59511985013459,0.0,0.0,4.962844630259907,0.0,3,4,1,0.0,7,1,6,5,12.936751613811438
280,9,3,4.430816798843313,9.21094019204815,1,1,3,3,4,0,4,2,2,0,5,7,4,1977,1977,3,1,9,10,1,5.703782474656202,3,4,1,2,4,3,1,5.973809611869261,6,0.0,6.6450909695056435,7.057036981697892,1,0,1,4,7.053585727193678,6.765038976780541,0.0,7.612336837167746,0,0.0,2,1,4,0.6931471805599453,3,8,6,1,5,1,1977.0,0,2,505,5,5,2,5.666426688112433,4.770684624465665,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2,8,4,12.165250651009917
281,9,3,4.418840607796597,9.33149549353265,1,1,3,3,4,0,20,2,2,0,5,7,5,1989,1989,1,1,9,10,1,5.831882477283517,2,4,1,2,4,0,2,6.045005314036013,6,0.0,5.958424693029783,6.694562058521094,1,2,1,4,7.069874128458572,6.694562058521094,0.0,7.592366128519796,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,1989.0,0,2,575,5,5,2,0.0,4.442651256490317,0.0,5.2832037287379885,0.0,0.0,3,4,1,0.0,0,1,8,4,12.339291489316395
282,4,1,4.110873864173311,8.881975184248867,1,2,3,3,4,0,21,2,2,0,2,6,4,2006,2006,1,1,12,13,3,4.23410650459726,2,4,2,2,4,3,2,6.80903930604298,6,0.0,5.880532986400699,7.141245122350491,1,2,1,4,7.141245122350491,0.0,0.0,7.141245122350491,0,0.0,2,0,2,0.6931471805599453,2,5,6,0,3,1,2006.0,0,2,572,5,5,2,0.0,4.795790545596741,0.0,0.0,0.0,0.0,3,4,1,0.0,7,0,6,5,12.128111104060464
283,0,3,3.555348061489413,8.529911963824013,1,1,3,3,4,0,16,2,2,3,2,7,4,2007,2008,1,1,12,13,3,5.1179938124167546,2,4,2,2,4,3,2,6.807934943699927,6,0.0,6.018593214496233,7.181591944611865,1,0,1,4,7.181591944611865,0.0,0.0,7.181591944611865,1,0.0,2,0,2,0.6931471805599453,2,6,6,1,2,1,2008.0,2,2,626,5,5,2,5.153291594497778,4.143134726391533,0.0,0.0,0.0,0.0,3,4,1,0.0,6,3,5,4,12.24288661865289
284,4,3,4.31748811353631,9.170871628065816,1,1,3,3,4,0,21,1,2,0,2,8,4,2008,2009,1,1,12,13,3,4.290459441148391,2,4,2,2,4,3,6,0.0,6,0.0,7.292337176173878,7.292337176173878,1,0,1,4,7.292337176173878,0.0,0.0,7.292337176173878,0,0.0,2,0,3,0.6931471805599453,2,6,6,1,2,1,2008.0,0,3,898,5,5,2,5.351858133476067,5.017279836814924,0.0,0.0,0.0,0.0,3,4,1,0.0,3,3,6,5,12.407379502235207
285,0,3,3.9318256327243257,8.98882050177807,1,1,3,3,4,0,20,2,2,4,2,6,4,1992,1992,1,1,9,7,2,0.0,2,4,2,2,4,3,2,6.0661080901037465,6,0.0,7.044032897274685,7.362645270417825,1,2,1,4,7.362645270417825,0.0,0.0,7.362645270417825,1,0.0,2,0,2,0.6931471805599453,2,5,6,0,3,1,1992.0,2,2,529,5,5,2,0.0,0.0,3.970291913552122,0.0,0.0,0.0,3,4,1,0.0,9,1,8,4,12.096257779522967
286,1,1,3.58351893845611,8.355144739461839,1,2,0,3,4,0,21,2,2,4,5,7,4,2006,2007,1,1,8,8,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,6.439350371100098,6.439350371100098,1,0,1,4,6.439350371100098,6.439350371100098,0.0,7.131698510466912,0,0.0,2,1,2,0.6931471805599453,2,5,6,0,3,5,2006.0,2,2,528,5,5,2,0.0,4.007333185232471,0.0,0.0,0.0,0.0,3,4,1,0.0,8,1,6,5,12.011880916165733
287,8,3,4.356708826689592,9.18881025342582,1,1,0,0,4,0,12,2,2,0,0,6,6,1962,1981,1,1,13,14,2,0.0,3,4,1,4,4,3,5,6.398594934535207,6,0.0,5.746203190540153,6.816735880594968,1,4,1,4,6.990256500493881,6.476972362889682,0.0,7.45876269238096,0,0.0,1,1,3,0.6931471805599453,2,7,6,1,2,1,1962.0,2,2,440,5,5,2,0.0,0.0,0.0,0.0,4.859812404361672,0.0,3,0,1,0.0,8,0,8,4,11.976659481202367
288,4,3,4.304065093204168,9.002824076547672,1,1,0,3,0,0,12,2,2,0,2,4,3,1971,1971,1,1,6,6,2,0.0,3,4,1,4,4,3,1,6.4216222678065185,6,0.0,5.5012582105447265,6.755768921984255,1,4,1,4,6.755768921984255,0.0,0.0,6.755768921984255,0,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,11.385092093460345
289,4,3,4.276666119016055,9.192176401348512,1,1,0,3,4,0,19,2,2,0,2,5,4,1967,1967,1,1,8,8,1,3.4657359027997265,3,2,1,4,4,3,1,6.1114673395026795,6,0.0,6.07073772800249,6.78332520060396,1,4,1,4,6.803505257608338,0.0,0.0,6.803505257608338,0,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,5,1970.0,3,1,280,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,4,4,8,4,11.711776323715393
290,10,3,4.110873864173311,9.074635189810806,1,1,3,3,4,0,3,6,2,0,5,6,6,1915,2003,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,6.549650742233809,6.549650742233809,1,0,1,0,6.549650742233809,6.549650742233809,0.0,7.242082359256963,0,0.0,1,0,3,0.6931471805599453,3,7,6,0,3,5,2003.0,3,1,384,5,5,2,0.0,0.0,0.0,0.0,5.5606816310155285,0.0,3,4,1,0.0,9,1,8,4,11.941944326032125
291,9,3,4.795790545596741,9.655795128300506,1,1,3,3,4,0,5,2,2,0,5,8,4,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,6.984716320118265,6.984716320118265,1,0,1,4,6.984716320118265,6.734591659972947,0.0,7.560080465021827,0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,2,685,2,5,2,0.0,3.951243718581428,0.0,0.0,0.0,0.0,3,4,1,0.0,9,0,6,5,12.359780370124387
