Id,MSZoning,LotArea,Neighborhood,Condition1,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,ScreenPorch,SaleCondition,SalePrice
338,3.0,9.119977931895793,5.0,2.0,7.0,4.0,2002.0,2003.0,6.698268054115412,7.337587743538598,7.337587743538598,0.0,7.337587743538598,1.0,6.0,0.0,2002.0,2.0,532.0,5.262690188904887,4.31748811353631,0.0,4.0,12.273731294003987
339,3.0,9.557187177595937,14.0,2.0,7.0,6.0,1984.0,1998.0,5.365976015021852,7.0975488506147935,7.3914152346753585,0.0,7.3914152346753585,1.0,6.0,0.0,1984.0,2.0,440.0,4.6913478822291435,3.828641396489095,0.0,4.0,12.218495165528731
340,3.0,9.425532393502772,12.0,1.0,6.0,6.0,1958.0,1998.0,6.373319789577013,7.103322062526113,7.103322062526113,0.0,7.103322062526113,0.0,6.0,0.0,1958.0,1.0,297.0,0.0,0.0,5.459585514144161,4.0,11.951180395901384
341,3.0,9.560433704549359,23.0,2.0,8.0,4.0,2002.0,2002.0,0.0,6.875232087276577,6.901737206656574,6.82001636467413,7.554334823725747,0.0,6.0,0.0,2002.0,2.0,431.0,4.912654885736052,0.0,0.0,4.0,12.220468525813908
342,2.0,9.036106025364846,20.0,1.0,4.0,3.0,1950.0,1950.0,0.0,6.582025138892826,6.735780014242327,0.0,6.735780014242327,0.0,6.0,0.0,1950.0,1.0,294.0,5.525452939131784,0.0,0.0,4.0,11.314474526246393
343,3.0,9.053101595549693,12.0,2.0,3.0,3.0,1949.0,1950.0,0.0,0.0,6.947937068614969,0.0,6.947937068614969,0.0,6.0,0.0,1949.0,2.0,400.0,0.0,0.0,0.0,4.0,11.379394072345706
344,3.0,9.088172738001974,16.0,2.0,9.0,4.0,2005.0,2005.0,3.3672958299864737,7.429520842786462,7.429520842786462,0.0,7.429520842786462,0.0,6.0,1.0,2005.0,2.0,564.0,6.206575926724928,4.290459441148391,0.0,4.0,12.491251587763836
345,4.0,7.860570785538663,10.0,2.0,5.0,2.0,1976.0,1976.0,4.867534450455582,6.285998094508865,6.285998094508865,6.3578422665081,7.014814351275545,0.0,6.0,0.0,1976.0,1.0,336.0,5.2094861528414205,0.0,0.0,4.0,11.350406535472453
346,3.0,8.769662508112273,3.0,6.0,6.0,4.0,1939.0,1950.0,0.0,6.880384082186005,6.880384082186005,6.406879986069312,7.3639135014058175,0.0,6.0,1.0,1939.0,1.0,312.0,0.0,0.0,0.0,4.0,11.850825253582627
347,3.0,9.455088847042775,12.0,2.0,6.0,7.0,1960.0,1998.0,6.212606095751518,6.8658910748834385,6.8658910748834385,0.0,6.8658910748834385,0.0,6.0,0.0,1960.0,1.0,301.0,0.0,0.0,0.0,4.0,11.928340903931561
348,3.0,9.77571099759397,12.0,2.0,6.0,4.0,1960.0,1960.0,7.1475592711894524,7.2991214627108,7.2991214627108,0.0,7.2991214627108,1.0,6.0,2.0,1960.0,2.0,498.0,0.0,3.713572066704309,0.0,4.0,11.967180737247824
349,3.0,7.803435056952168,16.0,2.0,7.0,4.0,2003.0,2004.0,6.352629396319567,6.639875833826536,6.639875833826536,6.760414691083428,7.394493107219037,1.0,6.0,0.0,2003.0,2.0,474.0,0.0,3.332204510175204,0.0,4.0,11.944707881395766
350,3.0,9.92485757827232,16.0,2.0,9.0,4.0,2005.0,2006.0,7.252053951852813,7.5224002313871265,7.5224002313871265,6.781057625936179,7.911690520708339,1.0,6.0,2.0,2006.0,3.0,706.0,0.0,0.0,0.0,5.0,12.988040814744458
351,3.0,8.964567702601611,16.0,2.0,9.0,4.0,2007.0,2007.0,0.0,7.533693709848633,7.533693709848633,0.0,7.533693709848633,0.0,6.0,1.0,2007.0,2.0,617.0,5.351858133476067,4.007333185232471,0.0,5.0,12.669998467265833
352,3.0,8.570165076182343,4.0,2.0,7.0,4.0,1986.0,1986.0,6.987490247000991,7.282073658093465,7.282073658093465,0.0,7.282073658093465,1.0,6.0,1.0,1986.0,2.0,445.0,0.0,4.394449154672439,5.220355825078325,0.0,12.154779351142626
353,3.0,9.114379980830273,7.0,0.0,5.0,5.0,1941.0,1950.0,5.468060141135132,6.424869023905388,6.424869023905388,6.206575926724928,7.013915474810528,0.0,6.0,0.0,1941.0,1.0,200.0,3.8918202981106265,0.0,0.0,4.0,11.461632170582678
354,4.0,9.050288983827956,17.0,2.0,6.0,7.0,1928.0,2003.0,0.0,6.437751649736401,6.5806391372849475,0.0,6.5806391372849475,0.0,6.0,0.0,2005.0,2.0,484.0,4.672828834461906,0.0,0.0,4.0,11.570250531589494
355,3.0,9.036106025364846,18.0,2.0,6.0,4.0,1940.0,2000.0,5.963579343618448,6.846943139585379,7.084226422097918,6.001414877961151,7.375255778009754,0.0,6.0,2.0,1940.0,1.0,240.0,0.0,0.0,0.0,4.0,11.849397701591439
356,3.0,9.328123407632567,5.0,2.0,6.0,4.0,1995.0,1995.0,5.814130531825067,7.0909098220799835,7.0909098220799835,0.0,7.0909098220799835,1.0,6.0,0.0,1995.0,2.0,521.0,0.0,3.2958368660043287,0.0,4.0,12.08672588789761
357,3.0,9.13227071655426,8.0,2.0,6.0,5.0,1992.0,1992.0,6.329720905522696,7.055312843339753,7.0630481633881725,0.0,7.0630481633881725,1.0,6.0,0.0,1992.0,2.0,400.0,4.795790545596741,3.2958368660043287,0.0,4.0,12.061046873479915
358,4.0,8.348774539791274,10.0,2.0,5.0,4.0,1976.0,1976.0,6.774223886357614,7.0414116637948085,7.0414116637948085,0.0,7.0414116637948085,1.0,6.0,1.0,1976.0,2.0,528.0,6.285998094508865,4.51085950651685,0.0,4.0,11.805595078933045
359,3.0,8.843759381917984,4.0,2.0,5.0,3.0,1958.0,1958.0,5.7071102647488745,6.968850378341948,7.210079628170787,0.0,7.210079628170787,0.0,3.0,0.0,1958.0,1.0,288.0,5.1298987149230735,0.0,0.0,0.0,11.77528972943772
360,3.0,9.39366142910322,15.0,2.0,8.0,4.0,1998.0,1998.0,6.8638033914529535,6.99117688712121,6.99117688712121,6.732210706467207,7.562681246721884,1.0,6.0,1.0,1998.0,2.0,592.0,5.342334251964812,4.330733340286331,5.926926025970412,4.0,12.542544882151384
361,3.0,8.928110078202646,11.0,2.0,6.0,5.0,1978.0,1978.0,6.651571873589728,6.7900972355139055,6.816735880594968,0.0,6.816735880594968,1.0,6.0,1.0,1978.0,2.0,470.0,0.0,0.0,5.262690188904887,4.0,11.957611286231675
362,3.0,9.120962560824966,3.0,2.0,5.0,4.0,1940.0,1982.0,5.991464547107983,6.784457062637642,6.8966943316227125,6.249975242259482,7.317212408359839,1.0,6.0,0.0,1940.0,1.0,240.0,0.0,0.0,0.0,4.0,11.884489021402711
363,3.0,8.895903562215581,7.0,2.0,7.0,4.0,2003.0,2003.0,0.0,0.0,6.206575926724928,7.2640301428995295,7.561641745588782,0.0,6.0,1.0,2003.0,2.0,672.0,0.0,0.0,0.0,4.0,12.198544379109382
364,4.0,7.427144133408617,2.0,2.0,6.0,7.0,1972.0,2007.0,5.093750200806762,6.182084906716633,6.182084906716633,6.22455842927536,6.895682697747867,0.0,6.0,0.0,1972.0,1.0,264.0,5.525452939131784,0.0,0.0,4.0,11.6784399034478
365,3.0,9.841665338892783,14.0,2.0,6.0,4.0,1976.0,1976.0,6.569481420414296,6.680854678790215,6.6732979677676525,6.665683717782406,7.362010551259734,1.0,6.0,1.0,1976.0,2.0,566.0,5.726847747587197,4.718498871295094,0.0,4.0,12.154779351142626
366,4.0,9.2771575450135,9.0,2.0,5.0,6.0,1920.0,1997.0,6.124683390894206,6.511745329644728,6.511745329644728,6.511745329644728,7.2041492920359405,0.0,6.0,0.0,1964.0,1.0,468.0,0.0,4.859812404361672,0.0,4.0,11.898187865760873
367,3.0,9.15915233520675,12.0,2.0,6.0,4.0,1963.0,1963.0,6.413458957167357,7.240649694255465,7.240649694255465,0.0,7.240649694255465,1.0,6.0,2.0,1963.0,2.0,514.0,0.0,4.343805421853683,5.225746673713202,4.0,11.976659481202367
368,3.0,9.12161844191538,12.0,2.0,6.0,4.0,1962.0,1962.0,5.918893854273146,7.003065458786463,7.266827347520591,0.0,7.266827347520591,0.0,6.0,1.0,1962.0,1.0,296.0,4.174387269895637,4.709530201312334,0.0,4.0,12.013700752882714
369,3.0,8.962007209588313,12.0,2.0,5.0,5.0,1954.0,1954.0,6.293419278846482,7.1459844677143876,7.1459844677143876,0.0,7.1459844677143876,0.0,6.0,1.0,1954.0,1.0,244.0,0.0,4.59511985013459,0.0,4.0,11.790557201568507
370,3.0,9.193295937366925,12.0,2.0,5.0,6.0,1959.0,2006.0,4.290459441148391,6.96979066990159,7.1608459066642975,0.0,7.1608459066642975,1.0,6.0,1.0,1997.0,2.0,576.0,5.8998973535824915,2.8903717578961645,5.2094861528414205,4.0,11.99535161421452
371,3.0,9.002331708246244,8.0,2.0,6.0,4.0,2000.0,2000.0,0.0,6.860663671448287,6.860663671448287,6.568077911411978,7.417580402414543,0.0,6.0,1.0,2000.0,2.0,460.0,4.61512051684126,3.713572066704309,0.0,4.0,12.057572637211733
372,3.0,9.748061059204817,4.0,1.0,4.0,3.0,1959.0,1959.0,0.0,0.0,7.021976423072162,6.150602768446277,7.370860166536716,0.0,3.0,1.0,1991.0,2.0,680.0,0.0,4.0943445622221,0.0,4.0,11.808813773969105
373,3.0,8.878497403738631,20.0,2.0,6.0,4.0,1984.0,1984.0,6.436150368369428,6.61338421837956,6.6240652277998935,0.0,6.6240652277998935,1.0,6.0,0.0,1984.0,1.0,264.0,5.869296913133774,0.0,4.51085950651685,4.0,11.736069016284436
374,3.0,9.271905727634335,12.0,2.0,5.0,5.0,1953.0,1953.0,6.061456918928018,6.411818267709898,7.1853870155804165,0.0,7.1853870155804165,1.0,3.0,0.0,1953.0,1.0,270.0,4.204692619390967,0.0,0.0,4.0,11.719939634354555
375,3.0,9.012011377036412,5.0,2.0,7.0,4.0,2003.0,2004.0,0.0,6.742880635791902,6.742880635791902,6.9865664594064265,7.564757012905729,0.0,6.0,1.0,2003.0,2.0,434.0,4.61512051684126,3.8918202981106265,0.0,4.0,12.299107511497365
376,3.0,9.212438170058327,7.0,2.0,1.0,0.0,1922.0,1950.0,5.8607862234658645,6.527957917622548,6.8079349436999275,0.0,6.8079349436999275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.018629143155449
377,3.0,9.087833697483386,5.0,2.0,5.0,4.0,1996.0,1996.0,5.700443573390688,6.769641976852503,6.818924065275521,0.0,6.818924065275521,0.0,6.0,0.0,1998.0,2.0,576.0,0.0,0.0,0.0,4.0,11.904967552746253
378,1.0,9.318656515459642,21.0,2.0,8.0,4.0,2004.0,2005.0,0.0,7.3658128372094716,7.3658128372094716,6.7878449823095774,7.810758116529358,0.0,6.0,1.0,2004.0,2.0,610.0,5.075173815233828,5.3706380281276624,0.0,4.0,12.736700896592346
379,3.0,9.340929941679782,22.0,2.0,9.0,1.0,2010.0,2010.0,7.276556402718708,7.526717561352706,7.526717561352706,0.0,7.526717561352706,1.0,6.0,1.0,2010.0,3.0,834.0,4.736198448394496,0.0,0.0,5.0,12.885202034321914
380,3.0,9.002577922700276,8.0,6.0,6.0,4.0,2000.0,2000.0,0.0,6.890609120147166,6.915723448631314,6.677083461247138,7.496097345175956,0.0,6.0,1.0,2000.0,2.0,463.0,4.61512051684126,4.1588830833596715,0.0,4.0,12.095141084822895
381,3.0,8.517393171418902,18.0,2.0,5.0,5.0,1924.0,1950.0,5.389071729816501,6.934397209928558,6.934397209928558,6.5012896705403875,7.433666540166168,0.0,6.0,1.0,1924.0,1.0,308.0,0.0,0.0,0.0,4.0,11.751942365440724
382,1.0,8.881975184248867,21.0,2.0,7.0,4.0,2006.0,2006.0,0.0,7.1654934750608446,7.171656822768514,0.0,7.171656822768514,1.0,6.0,1.0,2006.0,2.0,572.0,5.37989735354046,4.804021044733257,0.0,5.0,12.142866569626381
383,3.0,9.131946304548169,5.0,2.0,7.0,4.0,2006.0,2006.0,0.0,6.84587987526405,6.84587987526405,6.755768921984255,7.494430215031565,0.0,6.0,0.0,2006.0,2.0,639.0,4.976733742420574,3.9889840465642745,0.0,4.0,12.271392111650815
384,2.0,9.105090961257083,20.0,2.0,6.0,2.0,1928.0,1950.0,0.0,6.665683717782406,6.665683717782406,0.0,6.665683717782406,0.0,6.0,0.0,1950.0,2.0,360.0,0.0,0.0,0.0,4.0,11.238488619268468
385,3.0,10.880082855015793,4.0,1.0,6.0,4.0,1992.0,1992.0,6.893656354602635,7.3658128372094716,6.984716320118265,6.774223886357614,7.577633832602728,1.0,6.0,2.0,1992.0,2.0,501.0,5.37989735354046,5.44673737166631,0.0,4.0,12.388394202324125
386,3.0,8.065579427282092,0.0,2.0,8.0,4.0,2004.0,2005.0,3.218875824868201,7.136483208590247,7.146772179452637,0.0,7.146772179452637,0.0,6.0,1.0,2004.0,2.0,430.0,4.990432586778736,3.0445224377234235,4.976733742420574,4.0,12.165250651009915
387,3.0,9.037295651962438,7.0,1.0,5.0,2.0,1910.0,1996.0,0.0,6.490723534502507,6.490723534502507,6.267200548541362,7.077498053569231,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0238805208462765,0.0,1.0,11.302204433654575
388,3.0,8.881975184248867,7.0,2.0,6.0,5.0,1976.0,1976.0,6.448889394146858,6.948897222313312,7.026426808699638,0.0,7.026426808699638,1.0,6.0,1.0,1977.0,1.0,352.0,5.6937321388027,0.0,0.0,0.0,11.736069016284436
389,3.0,9.146654820290047,5.0,2.0,7.0,4.0,1999.0,2000.0,0.0,7.292337176173878,7.299797366758161,0.0,7.299797366758161,0.0,6.0,0.0,1999.0,2.0,577.0,4.795790545596741,3.258096538021482,0.0,4.0,12.160028707028768
390,3.0,9.43148192061972,16.0,2.0,10.0,4.0,2007.0,2008.0,7.155396301896732,7.428333194190806,7.463363045520022,6.3818160174060985,7.754910272021428,1.0,6.0,1.0,2008.0,3.0,846.0,5.2832037287379885,4.90527477843843,0.0,5.0,12.962194625251508
391,3.0,9.036701015565065,7.0,2.0,5.0,7.0,1900.0,1950.0,5.488937726156687,6.759255270663693,6.8690144506657065,6.008813185442595,7.221105098182496,1.0,6.0,0.0,1978.0,1.0,384.0,0.0,4.875197323201151,0.0,4.0,11.686878772093667
392,3.0,9.41001056710475,11.0,2.0,6.0,4.0,2001.0,2002.0,6.53813982376767,6.690842277418564,6.690842277418564,7.05444965813294,7.581719640125308,1.0,6.0,1.0,2001.0,2.0,560.0,4.836281906951479,5.262690188904887,0.0,4.0,12.278393307109802
393,3.0,9.028818495352793,12.0,2.0,5.0,6.0,1959.0,1959.0,0.0,0.0,6.78332520060396,0.0,6.78332520060396,0.0,6.0,0.0,1959.0,1.0,294.0,0.0,0.0,0.0,4.0,11.575900264131615
394,3.0,8.915566545710645,3.0,1.0,4.0,4.0,1941.0,1950.0,5.58724865840025,6.670766320845875,6.670766320845875,0.0,6.670766320845875,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.512925464970227
395,3.0,9.2237500588861,17.0,2.0,5.0,5.0,1940.0,1950.0,0.0,6.601230118728878,6.601230118728878,5.703782474656202,6.9421567056994675,0.0,6.0,0.0,1940.0,1.0,240.0,0.0,3.688879454113936,0.0,4.0,11.599103161211278
396,3.0,9.166597449028263,7.0,2.0,5.0,5.0,1956.0,1956.0,6.606650186198214,7.0431599159883405,7.0431599159883405,0.0,7.0431599159883405,1.0,6.0,0.0,1956.0,1.0,596.0,3.80666248977032,0.0,0.0,4.0,11.767567683343813
397,3.0,8.881975184248867,5.0,2.0,5.0,4.0,1972.0,1972.0,6.656726524178391,6.796823718274855,6.796823718274855,0.0,6.796823718274855,0.0,6.0,0.0,1985.0,2.0,600.0,5.375278407684165,0.0,0.0,4.0,11.719939634354555
398,3.0,8.934718614016768,12.0,4.0,5.0,4.0,1962.0,1962.0,6.293419278846482,6.762729506931878,6.776506992372183,6.842683282238423,7.502738210754851,0.0,6.0,1.0,1962.0,1.0,264.0,0.0,5.1298987149230735,0.0,4.0,12.040608205802641
399,4.0,9.101417964751995,9.0,2.0,5.0,1.0,1920.0,1950.0,0.0,6.8690144506657065,6.982862751468942,0.0,6.982862751468942,0.0,1.0,0.0,1920.0,1.0,338.0,0.0,0.0,0.0,0.0,11.112447898373103
400,1.0,9.002824076547672,21.0,2.0,7.0,4.0,2006.0,2007.0,6.700731109547808,6.996681488176539,7.014814351275545,6.084499413075173,7.346655163176539,1.0,6.0,0.0,2007.0,2.0,438.0,0.0,5.1298987149230735,0.0,4.0,12.392552212472793
401,3.0,9.613402595468036,24.0,2.0,8.0,4.0,1996.0,1996.0,6.668228248417402,7.139660335964919,7.161622002939187,0.0,7.161622002939187,1.0,6.0,2.0,1996.0,2.0,500.0,4.795790545596741,3.4339872044851463,5.416100402204419,4.0,12.411052226216713
402,3.0,9.078864009187797,5.0,2.0,7.0,4.0,2005.0,2005.0,3.218875824868201,7.178545483763701,7.178545483763701,0.0,7.178545483763701,0.0,6.0,1.0,2005.0,2.0,400.0,0.0,0.0,0.0,5.0,12.013640144985487
403,3.0,9.23024103368252,19.0,2.0,5.0,7.0,1940.0,1997.0,0.0,6.511745329644728,6.511745329644728,0.0,6.511745329644728,0.0,6.0,0.0,1940.0,1.0,240.0,5.1298987149230735,0.0,0.0,4.0,11.589886506106355
404,3.0,9.400216653174247,15.0,2.0,8.0,4.0,1998.0,1998.0,0.0,7.040536390215956,7.061334366910438,7.002155954403621,7.724888439323074,0.0,6.0,1.0,1998.0,2.0,420.0,4.976733742420574,4.820281565605037,0.0,0.0,12.460714863903757
405,3.0,9.24619002486988,8.0,2.0,6.0,4.0,1995.0,1996.0,0.0,6.693323668269949,6.693323668269949,6.642486801367255,7.360739903058278,0.0,6.0,1.0,1995.0,2.0,373.0,0.0,3.713572066704309,0.0,4.0,12.031719258385394
406,3.0,9.209540051805414,19.0,1.0,4.0,3.0,1976.0,1993.0,7.018401799069201,7.156176637480615,7.390798521735675,0.0,7.390798521735675,1.0,2.0,1.0,1993.0,2.0,490.0,4.795790545596741,4.3694478524670215,0.0,4.0,11.918390573078392
407,3.0,9.257319373170178,18.0,2.0,6.0,4.0,1936.0,1950.0,0.0,6.970730078143525,7.0621916322865586,0.0,7.4024515208182455,0.0,1.0,0.0,1936.0,1.0,240.0,0.0,0.0,0.0,4.0,11.652687407345386
408,3.0,9.653550746326603,6.0,2.0,6.0,6.0,1915.0,1976.0,0.0,6.734591659972947,6.734591659972947,6.734591659972947,7.427144133408617,0.0,6.0,0.0,1960.0,1.0,308.0,0.0,0.0,0.0,4.0,12.083905011555967
409,3.0,9.557823197546,16.0,2.0,7.0,4.0,2006.0,2006.0,0.0,6.96979066990159,6.977281341630747,7.00488198971286,7.683863980256429,0.0,6.0,1.0,2006.0,3.0,947.0,5.262690188904887,4.143134726391533,0.0,5.0,12.542544882151384
410,1.0,9.287394001418473,21.0,2.0,8.0,4.0,2007.0,2008.0,6.672032945461067,6.9421567056994675,6.957497370876951,6.9363427358340495,7.639642287858013,1.0,6.0,1.0,2008.0,3.0,836.0,0.0,4.634728988229637,0.0,5.0,12.73596533201339
411,3.0,9.166597449028263,7.0,2.0,5.0,2.0,1958.0,1958.0,0.0,7.152268856032539,7.152268856032539,0.0,7.152268856032539,0.0,4.0,0.0,1958.0,1.0,350.0,0.0,0.0,0.0,0.0,11.002099841204238
412,3.0,10.453081864230468,8.0,2.0,5.0,4.0,1955.0,1955.0,6.963189985870238,6.963189985870238,6.963189985870238,0.0,6.963189985870238,1.0,6.0,0.0,1955.0,2.0,572.0,5.579729825986222,0.0,0.0,4.0,11.884489021402711
413,1.0,8.390268497842571,21.0,2.0,7.0,4.0,2009.0,2009.0,6.3613024775729965,7.293697720601437,7.2991214627108,0.0,7.2991214627108,1.0,6.0,1.0,2009.0,2.0,484.0,0.0,4.976733742420574,0.0,5.0,12.310432660854412
414,4.0,9.100637106884221,17.0,0.0,5.0,5.0,1927.0,1950.0,0.0,6.9167150203536085,6.9363427358340495,0.0,6.9363427358340495,0.0,6.0,1.0,1927.0,2.0,360.0,0.0,0.0,0.0,4.0,11.652687407345386
415,3.0,9.326254996572539,20.0,2.0,7.0,4.0,1993.0,1993.0,3.9318256327243257,6.985641817639206,6.985641817639206,6.925595197110468,7.648739788956242,0.0,6.0,1.0,1993.0,3.0,678.0,5.2832037287379885,5.236441962829949,0.0,4.0,12.337100907936573
416,3.0,9.093806555720233,8.0,2.0,7.0,4.0,2007.0,2007.0,3.218875824868201,7.201170883281678,7.201170883281678,0.0,7.201170883281678,0.0,6.0,0.0,2007.0,2.0,396.0,4.61512051684126,3.4339872044851463,0.0,5.0,12.106992367829495
417,3.0,8.967631665167133,19.0,2.0,6.0,6.0,1978.0,1978.0,5.3471075307174685,6.511745329644728,6.511745329644728,6.591673732008657,7.244941546337007,0.0,6.0,1.0,1978.0,2.0,440.0,0.0,0.0,0.0,4.0,11.915051671812876
418,3.0,10.017753298664472,6.0,1.0,6.0,5.0,1918.0,1950.0,7.029087564149663,7.223295679562312,7.223295679562312,7.134890851565884,7.872836175025724,1.0,6.0,1.0,1918.0,3.0,864.0,0.0,0.0,0.0,4.0,12.384218830913648
419,3.0,9.007121989469242,7.0,2.0,5.0,5.0,1940.0,1950.0,5.746203190540153,6.6293632534374485,6.6293632534374485,5.937536205082426,7.034387929915503,1.0,6.0,0.0,1940.0,1.0,240.0,0.0,0.0,0.0,1.0,11.744037185933616
420,3.0,9.042040056544485,12.0,2.0,5.0,5.0,1968.0,1968.0,6.654152520183219,6.963189985870238,6.963189985870238,0.0,6.963189985870238,1.0,6.0,1.0,1968.0,1.0,304.0,0.0,4.454347296253506,0.0,4.0,11.8635823365834
421,4.0,8.862341963516348,11.0,2.0,7.0,4.0,1997.0,1998.0,7.177782416195197,7.2041492920359405,7.2041492920359405,0.0,7.2041492920359405,2.0,6.0,0.0,1997.0,4.0,784.0,0.0,0.0,0.0,2.0,12.237086699059345
422,3.0,9.719324300862802,14.0,2.0,6.0,6.0,1977.0,2000.0,7.1284959456800365,7.3796321526095525,7.3796321526095525,0.0,7.3796321526095525,0.0,6.0,1.0,1977.0,2.0,529.0,5.484796933490657,0.0,0.0,4.0,12.278393307109802
423,3.0,9.987415012471414,11.0,0.0,5.0,4.0,1954.0,1954.0,0.0,6.8966943316227125,6.8966943316227125,0.0,6.8966943316227125,0.0,6.0,0.0,1954.0,2.0,520.0,0.0,0.0,0.0,4.0,11.635143097694476
424,3.0,9.12706745278236,15.0,2.0,8.0,4.0,1998.0,1998.0,6.894670039433483,7.293697720601437,7.293697720601437,7.057036981697893,7.875119281040293,1.0,6.0,1.0,1998.0,3.0,696.0,0.0,4.204692619390967,0.0,4.0,12.66032791780777
425,3.0,9.105090961257083,12.0,2.0,6.0,4.0,1956.0,1956.0,6.424869023905388,7.087573705557972,7.087573705557972,0.0,7.087573705557972,1.0,6.0,1.0,1956.0,1.0,297.0,0.0,3.80666248977032,0.0,4.0,11.842229212112827
426,4.0,8.12533508671429,17.0,2.0,7.0,7.0,1946.0,1992.0,0.0,6.480044561926652,6.5624440936937205,6.52649485957079,7.237059026124737,0.0,6.0,2.0,1947.0,1.0,240.0,0.0,0.0,0.0,4.0,11.813030057420569
427,3.0,9.45727857185611,20.0,2.0,7.0,4.0,1989.0,1989.0,7.325807502595773,7.325807502595773,7.405495663199472,0.0,7.405495663199472,1.0,6.0,1.0,1989.0,2.0,569.0,4.394449154672439,0.0,5.9839362806871925,4.0,12.524526376648707
428,3.0,9.05881956433494,12.0,2.0,4.0,5.0,1957.0,1957.0,5.666426688112433,6.811244378601294,6.811244378601294,0.0,6.811244378601294,0.0,6.0,0.0,1964.0,1.0,352.0,0.0,0.0,0.0,4.0,11.599176553013447
429,3.0,8.81922185757494,5.0,2.0,7.0,4.0,2007.0,2007.0,6.499787040655852,7.0975488506147935,7.0975488506147935,0.0,7.0975488506147935,1.0,6.0,0.0,2007.0,2.0,628.0,4.663439094112067,4.007333185232471,0.0,5.0,12.18280401859082
430,3.0,9.346443454968524,23.0,2.0,6.0,4.0,1988.0,1988.0,6.9137373506596855,7.239214973779807,7.253470382684528,0.0,7.253470382684528,1.0,6.0,1.0,1988.0,2.0,576.0,0.0,0.0,0.0,4.0,12.072541252905653
431,4.0,7.427144133408617,2.0,2.0,6.0,4.0,1971.0,1971.0,5.961005339623274,6.182084906716633,6.182084906716633,6.22455842927536,6.895682697747867,0.0,6.0,0.0,1971.0,1.0,264.0,0.0,0.0,0.0,0.0,11.35510137977666
432,4.0,8.628197749459149,17.0,1.0,6.0,6.0,1920.0,1998.0,0.0,6.804614520062624,6.9930151229329605,4.709530201312334,7.089243155027512,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.59511985013459,0.0,0.0,11.288531131754365
433,4.0,7.560601162768557,2.0,2.0,5.0,4.0,1971.0,1971.0,6.156978985585555,6.641182169740591,6.641182169740591,6.398594934535207,7.2196420401307355,1.0,2.0,0.0,1971.0,2.0,440.0,5.484796933490657,3.6109179126442235,0.0,4.0,11.715866308966918
434,3.0,9.290998274993637,8.0,2.0,6.0,4.0,1997.0,1998.0,0.0,6.831953565565857,6.831953565565857,6.520621127558696,7.380879035564116,0.0,6.0,1.0,1997.0,2.0,470.0,0.0,3.6109179126442235,0.0,4.0,12.106252310247962
435,4.0,7.544861068658457,10.0,2.0,4.0,6.0,1972.0,1972.0,6.206575926724928,6.447305862541213,6.447305862541213,0.0,6.447305862541213,1.0,6.0,0.0,0.0,0.0,0.0,4.48863636973214,0.0,0.0,4.0,11.302204433654575
436,3.0,9.275003885301905,5.0,4.0,7.0,5.0,1996.0,1996.0,5.955837369464831,6.684611727667928,6.7190131543852605,6.727431724850855,7.415776975415393,1.0,6.0,1.0,1996.0,2.0,550.0,5.0689042022202315,4.127134385045092,0.0,4.0,12.264341553654154
437,4.0,8.389587066811089,17.0,2.0,6.0,7.0,1920.0,1950.0,0.0,6.4754327167040895,6.5998704992128365,5.9532433342877855,7.020190708311925,0.0,6.0,0.0,1990.0,2.0,440.0,0.0,0.0,0.0,4.0,11.6613454700885
438,4.0,8.699681400989514,3.0,2.0,6.0,6.0,1926.0,2004.0,0.0,6.7855876450079275,6.8079349436999275,0.0,6.8079349436999275,0.0,6.0,0.0,1926.0,1.0,180.0,0.0,0.0,0.0,4.0,11.686878772093667
439,3.0,8.361941906144947,6.0,2.0,5.0,5.0,1913.0,2002.0,5.902633333401368,6.089044875446848,6.543911845564795,0.0,6.543911845564795,0.0,6.0,1.0,1990.0,1.0,352.0,0.0,0.0,0.0,4.0,11.411446296020374
440,3.0,9.421816118422713,7.0,2.0,6.0,7.0,1920.0,2000.0,0.0,6.5294188382622265,6.5294188382622265,6.2402758451707685,7.087573705557972,0.0,6.0,0.0,2005.0,2.0,528.0,0.0,3.8501476017100575,0.0,4.0,11.608235644774554
441,3.0,9.644198554585564,16.0,2.0,10.0,4.0,2008.0,2008.0,7.477604243197589,8.037543185118697,7.784473235736469,0.0,7.784473235736469,1.0,6.0,2.0,2008.0,3.0,672.0,0.0,4.290459441148391,5.14166355650266,4.0,13.226723392728571
442,3.0,9.401704256754368,7.0,2.0,4.0,3.0,1955.0,1955.0,4.897839799950911,7.273092595999522,7.273092595999522,0.0,7.273092595999522,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.6784399034478
